Longitud de onda (nm),% de transmisión T 80[1],% de transmisión T 80[2],% de transmisión T 80[3],% de transmisión T 120[1],% de transmisión T 120[2],% de transmisión T 120[3],% de transmisión T 240[1],% de transmisión T 240[2],% de transmisión T 240[3],% de transmisión T 320[1],% de transmisión T 320[2],% de transmisión T 320[3],% de transmisión T 400[1],% de transmisión T 400[2],% de transmisión T 400[3],% de transmisión T 600[1],% de transmisión T 600[2],% de transmisión T 600[3],% de transmisión T Null[1],% de transmisión T Null[2],% de transmisión T Null[3],% de transmisión D Null[1],% de transmisión D Null[2],% de transmisión D Null[3],% de transmisión D 80[1],% de transmisión D 80[2],% de transmisión D 80[3],% de transmisión D 120[1],% de transmisión D 120[2],% de transmisión D 120[3],% de transmisión D 240[1],% de transmisión D 240[2],% de transmisión D 240[3],% de transmisión D 320[1],% de transmisión D 320[2],% de transmisión D 400[1],% de transmisión D 400[2],% de transmisión D 600[1],% de transmisión D 600[2]
548,90.852038,86.418095,86.533144,93.246339,93.281104,93.228085,92.886856,92.917605,92.964594,94.332674,94.350933,94.454798,94.511376,94.488117,94.494116,92.655515,92.697358,92.668339,95.088454,94.937527,94.906748,3.747465,3.691751,3.731589,67.243573,67.381769,67.429536,59.399413,59.386584,59.452082,55.758704,55.774960,55.704032,31.093477,31.005915,25.634223,25.609529,26.542459,26.585889
547,90.843576,86.48833,86.584005,93.282446,93.262097,93.263213,93.004776,93.045063,93.062368,94.377435,94.452187,94.512818,94.564501,94.506151,94.545911,92.709948,92.695625,92.767781,95.233910,95.089801,95.036187,3.724409,3.698223,3.775140,67.262266,67.392145,67.300105,59.347568,59.372809,59.419991,55.712065,55.740796,55.670409,30.948062,31.014628,25.623998,25.653293,26.488371,26.503983
546,90.786477,86.384208,86.490974,93.094686,93.173328,93.173014,92.757580,92.882310,92.873429,94.255394,94.202602,94.260995,94.331403,94.399906,94.321995,92.531239,92.552265,92.546265,95.033756,94.869716,94.892247,3.753323,3.735291,3.791386,67.214068,67.284719,67.330207,59.309867,59.390888,59.328498,55.636065,55.625859,55.611592,30.919670,30.884154,25.511224,25.539144,26.490318,26.503132
545,90.738508,86.325874,86.392621,93.091118,93.186330,93.137639,92.780830,92.804478,92.828087,94.210112,94.153740,94.267473,94.323688,94.337093,94.395369,92.482476,92.534103,92.503514,95.036206,94.897961,94.916537,3.658096,3.716088,3.711951,67.198160,67.263067,67.274200,59.325907,59.302390,59.411770,55.653683,55.637812,55.599879,30.852557,30.858362,25.475915,25.520789,26.424770,26.474429
544,90.862047,86.372576,86.493242,93.272088,93.308026,93.375479,92.960141,92.975074,93.068184,94.434816,94.410987,94.499056,94.545524,94.613167,94.606320,92.728648,92.832986,92.754694,95.238604,95.103257,95.100449,3.647426,3.694252,3.703120,67.213517,67.313075,67.321284,59.385644,59.421836,59.404767,55.687810,55.732381,55.773851,30.791010,30.829453,25.464524,25.446954,26.483301,26.591690
543,90.851236,86.384542,86.549046,93.284560,93.255180,93.344979,93.003263,92.988017,93.044519,94.381567,94.363341,94.457895,94.530729,94.579985,94.564758,92.726815,92.687216,92.704683,95.102508,94.956220,95.001943,3.770658,3.813910,3.804846,67.383010,67.439759,67.507880,59.469274,59.558846,59.558580,55.879996,55.866094,55.882915,30.937525,30.973638,25.523624,25.560411,26.657647,26.678981
542,90.905513,86.487923,86.656498,93.235027,93.350927,93.298803,93.009605,93.050061,93.001069,94.378063,94.394030,94.466692,94.573360,94.521992,94.551946,92.666602,92.725575,92.722084,95.137305,94.949281,94.996985,3.778133,3.767096,3.849770,67.352529,67.452286,67.456916,59.518288,59.552357,59.571349,55.937188,55.890964,55.892265,31.070942,30.932421,25.663041,25.671066,26.627811,26.760424
541,90.885892,86.406997,86.596178,93.318581,93.306341,93.364641,93.001605,93.067617,92.996350,94.490559,94.510665,94.527966,94.613661,94.620941,94.670390,92.737692,92.823563,92.804154,95.285301,95.142029,95.142674,3.744884,3.730740,3.793995,67.281302,67.370331,67.381626,59.423384,59.469198,59.500894,55.789284,55.851305,55.841000,30.954489,30.908482,25.614618,25.641862,26.684533,26.665484
540,90.79995,86.277199,86.455398,93.165133,93.177011,93.202390,92.903085,92.887063,92.930702,94.223334,94.285485,94.301774,94.412856,94.342174,94.510696,92.674943,92.638747,92.618814,95.159267,94.963382,94.998883,3.648947,3.783615,3.663414,67.287477,67.383177,67.396488,59.382543,59.500309,59.474615,55.726524,55.810151,55.734382,30.795415,30.889132,25.523474,25.626701,26.599489,26.634261
539,90.804583,86.447984,86.415636,93.193684,93.317414,93.258318,92.925309,92.923098,92.959091,94.323401,94.439956,94.413158,94.560598,94.521409,94.543390,92.727538,92.687529,92.747016,95.202295,95.108738,95.080358,3.728344,3.703933,3.749657,67.339686,67.395439,67.378724,59.449354,59.484407,59.512749,55.771672,55.858017,55.888191,30.804702,30.944924,25.513716,25.620050,26.539081,26.572124
538,90.806392,86.24517,86.391636,93.178132,93.211159,93.240717,92.863184,92.947306,92.874952,94.247632,94.276060,94.331620,94.432886,94.456410,94.521923,92.637311,92.619177,92.584916,95.051199,94.941580,94.914234,3.716915,3.732963,3.787964,67.398214,67.484577,67.482769,59.506921,59.576651,59.610647,55.908640,55.946252,55.940072,30.949600,30.922811,25.582768,25.575260,26.642399,26.724938
537,90.69775,86.210919,86.266127,93.126204,93.119698,93.166883,92.799895,92.818124,92.812297,94.246822,94.296557,94.336884,94.367263,94.407046,94.479016,92.655005,92.658809,92.661106,95.127698,95.024664,94.987886,3.675327,3.615041,3.658668,67.219014,67.303723,67.383867,59.419719,59.440123,59.452265,55.795077,55.798713,55.816646,30.852841,30.779442,25.501674,25.487539,26.576461,26.601058
536,90.735802,86.13827,86.351293,93.220026,93.236362,93.228549,92.911172,92.870935,92.928315,94.278677,94.280572,94.454421,94.483101,94.543015,94.544923,92.715792,92.752186,92.756177,95.202566,95.110994,95.119664,3.627084,3.601014,3.673528,67.287524,67.352854,67.320623,59.473424,59.469125,59.494761,55.806981,55.818879,55.801768,30.827397,30.745834,25.425917,25.445228,26.486512,26.564426
535,90.78372,86.254316,86.312841,93.235163,93.249872,93.246309,92.926093,92.961089,92.990091,94.350706,94.317502,94.465266,94.528487,94.550810,94.586959,92.698632,92.783709,92.710714,95.193840,95.065895,95.104291,3.688878,3.708841,3.734260,67.302969,67.386660,67.424589,59.501137,59.502247,59.552537,55.886940,55.928119,55.941154,30.730544,30.853568,25.427926,25.556728,26.584819,26.693145
534,90.778166,86.202698,86.393565,93.319319,93.259997,93.253348,93.001870,92.969844,93.011392,94.395714,94.375038,94.440110,94.480436,94.532438,94.550650,92.734536,92.739092,92.786016,95.226138,95.052523,95.063432,3.722641,3.722733,3.735339,67.385789,67.368971,67.505281,59.597657,59.580991,59.569509,55.974416,56.003557,55.937767,30.790505,30.944076,25.543665,25.698370,26.678579,26.713580
533,90.735549,86.225554,86.22947,93.185189,93.202556,93.190826,92.879767,92.921466,92.892655,94.295912,94.280290,94.420576,94.512353,94.492309,94.512025,92.739569,92.755288,92.750408,95.272132,95.123916,95.148407,3.648022,3.605329,3.693670,67.239749,67.395860,67.357646,59.425677,59.435155,59.499670,55.845816,55.845634,55.839274,30.820129,30.841200,25.403758,25.554113,26.624020,26.651883
532,90.686943,86.077686,86.240872,93.228277,93.260783,93.301764,92.883726,92.970796,92.921066,94.391398,94.427839,94.526852,94.623881,94.569082,94.629921,92.846158,92.814500,92.812955,95.384928,95.249407,95.231711,3.656805,3.585274,3.619737,67.165187,67.255448,67.360388,59.402355,59.373439,59.398487,55.754601,55.841212,55.816204,30.649152,30.655890,25.308617,25.363315,26.523116,26.561686
531,90.676406,86.050889,86.162305,93.157564,93.217684,93.157492,92.841208,92.853556,92.892664,94.286699,94.319914,94.328040,94.445339,94.458833,94.533162,92.698967,92.669060,92.670447,95.191529,95.049013,95.046407,3.588503,3.621842,3.631581,67.309775,67.384430,67.437987,59.512833,59.533432,59.516354,55.924911,55.934818,55.922654,30.586900,30.719052,25.294491,25.389314,26.590346,26.609601
530,90.786392,86.120467,86.230909,93.311364,93.295518,93.287009,93.027283,93.003859,93.088804,94.491488,94.464019,94.497874,94.633205,94.636447,94.620364,92.810380,92.796293,92.808074,95.262303,95.162518,95.112790,3.731975,3.713482,3.720835,67.459909,67.484066,67.540289,59.653054,59.698578,59.690701,56.090040,56.117803,56.097852,30.755325,30.737052,25.445394,25.476598,26.728404,26.763073
529,90.706815,86.174978,86.268453,93.268922,93.247872,93.278236,92.925261,92.945883,92.927179,94.393623,94.376064,94.406745,94.582015,94.540319,94.548233,92.733100,92.770138,92.770620,95.215819,95.092076,95.073177,3.775146,3.733621,3.716976,67.372522,67.517778,67.531348,59.666198,59.631229,59.682203,56.058317,56.106811,56.105383,30.810231,30.899564,25.452072,25.591567,26.772887,26.841947
528,90.68855,86.054706,86.256004,93.222412,93.244628,93.284493,92.930087,92.985666,92.940422,94.374762,94.341622,94.434642,94.548347,94.578810,94.584777,92.723657,92.768004,92.770606,95.200076,95.132857,95.100640,3.640597,3.739165,3.633959,67.384890,67.506948,67.492221,59.645018,59.631719,59.616361,56.052114,56.136823,56.084981,30.797090,30.874800,25.461325,25.611597,26.771469,26.735443
527,90.691817,86.145168,86.131798,93.167107,93.195441,93.223907,92.837057,92.948354,92.914243,94.277903,94.337902,94.359397,94.413061,94.504407,94.455484,92.667256,92.626940,92.670171,95.147161,94.998293,95.050927,3.678171,3.660886,3.708533,67.371054,67.472896,67.517475,59.607553,59.605003,59.703438,56.087554,56.130043,56.087623,30.885879,30.867183,25.498266,25.529021,26.778762,26.803538
526,90.714773,86.131599,86.289853,93.284052,93.289684,93.366964,93.005849,93.051865,92.976529,94.533840,94.581040,94.614482,94.687487,94.770802,94.753232,92.890765,92.912099,92.903857,95.379722,95.199496,95.220857,3.662396,3.604213,3.765437,67.374838,67.466595,67.459667,59.613978,59.631649,59.607916,56.055424,56.121322,56.105524,30.709643,30.916901,25.583841,25.618531,26.732633,26.897839
525,90.683956,86.078216,86.139114,93.186320,93.225683,93.230803,92.979571,92.944893,92.987046,94.426903,94.453152,94.463517,94.555243,94.558007,94.657470,92.802258,92.818793,92.793824,95.330006,95.181888,95.280326,3.596495,3.699360,3.669211,67.426013,67.449023,67.503505,59.554568,59.600442,59.619816,56.092347,56.170093,56.083039,30.867547,30.861419,25.403752,25.544717,26.739290,26.839607
524,90.587493,85.898853,86.076546,93.130167,93.193074,93.130334,92.855991,92.855989,92.870827,94.355021,94.378389,94.420122,94.539082,94.517976,94.550872,92.710261,92.775274,92.788228,95.260827,95.114186,95.158632,3.673946,3.590963,3.637072,67.366882,67.391106,67.454180,59.485159,59.563435,59.638231,56.069769,56.088398,56.152408,30.815181,30.743800,25.353741,25.568228,26.667516,26.687315
523,90.564319,85.956759,85.99415,93.124653,93.144196,93.157593,92.857350,92.876795,92.885169,94.420164,94.333847,94.446628,94.643304,94.589032,94.595552,92.720250,92.741209,92.737673,95.274113,95.172240,95.214302,3.609503,3.660444,3.593183,67.327930,67.435084,67.411192,59.566333,59.553490,59.602403,56.050635,56.069185,56.073512,30.802991,30.787194,25.412300,25.411725,26.714000,26.830278
522,90.535828,85.880445,86.022434,93.099303,93.105710,93.128608,92.868162,92.836582,92.869235,94.291930,94.353745,94.388731,94.541563,94.542554,94.571977,92.843631,92.783052,92.782188,95.305966,95.172507,95.210541,3.634256,3.658455,3.597167,67.375816,67.464696,67.559795,59.487298,59.570114,59.591152,56.098046,56.119718,56.112577,30.686078,30.689647,25.407281,25.481902,26.699295,26.717969
521,90.562132,85.861746,86.021872,93.062353,93.116389,93.177855,92.796581,92.854091,92.831967,94.307061,94.343539,94.399721,94.528285,94.576782,94.550737,92.697451,92.756682,92.800039,95.233610,95.161056,95.068698,3.639808,3.537967,3.621715,67.447123,67.503858,67.583063,59.622226,59.678186,59.674780,56.159975,56.165700,56.145799,30.588347,30.775979,25.350775,25.504455,26.714459,26.774761
520,90.54016,85.852199,85.862865,93.037585,93.066673,93.087851,92.772611,92.810973,92.810894,94.219074,94.238090,94.338939,94.405741,94.378741,94.487071,92.614872,92.605776,92.555068,95.146809,94.991624,94.978607,3.716366,3.682742,3.684453,67.342588,67.518868,67.562876,59.654919,59.608104,59.672975,56.098842,56.235460,56.104110,30.709541,30.619710,25.424843,25.461561,26.720199,26.859938
519,90.603058,85.815236,85.938666,93.196954,93.151181,93.209405,92.929430,92.912979,92.946995,94.407557,94.408280,94.483413,94.631550,94.613450,94.681260,92.866413,92.876330,92.843210,95.380808,95.246124,95.268125,3.668474,3.751320,3.644052,67.407654,67.480002,67.514436,59.582847,59.656536,59.691652,56.195243,56.204696,56.112092,30.733839,30.683828,25.433860,25.584279,26.768932,26.845870
518,90.572298,85.784701,85.884195,93.114302,93.133291,93.134050,92.896843,92.861073,92.935051,94.396142,94.361319,94.490596,94.545123,94.566894,94.611385,92.799403,92.760868,92.772005,95.333946,95.181089,95.201623,3.587939,3.663279,3.562819,67.395586,67.530349,67.533937,59.579830,59.567708,59.579012,56.141115,56.126282,56.126049,30.694448,30.712444,25.426178,25.477396,26.722300,26.710115
517,90.456559,85.809702,85.904266,93.063541,93.083485,93.067829,92.749222,92.841072,92.826478,94.279643,94.285284,94.385791,94.499406,94.472074,94.566255,92.700624,92.666249,92.663673,95.283802,95.105465,95.157593,3.629723,3.587335,3.622217,67.436030,67.501554,67.558039,59.634620,59.695411,59.633179,56.159657,56.191485,56.136157,30.642159,30.757365,25.344464,25.498442,26.814987,26.900396
516,90.56134,85.717682,85.899271,93.201163,93.093437,93.089507,92.849661,92.844117,92.909464,94.380275,94.389539,94.462866,94.541198,94.575858,94.576462,92.796038,92.729840,92.803930,95.359766,95.272012,95.291858,3.554163,3.653761,3.670777,67.486062,67.506413,67.537979,59.570711,59.588906,59.585478,56.111750,56.124676,56.101020,30.697750,30.668492,25.378301,25.279881,26.751072,26.827619
515,90.481576,85.814961,85.860148,93.122117,93.083323,93.154362,92.784850,92.886891,92.943743,94.408979,94.438211,94.496900,94.607325,94.622752,94.625743,92.875697,92.813725,92.859734,95.423749,95.318823,95.262193,3.612438,3.572353,3.585261,67.562453,67.594914,67.659128,59.678789,59.693753,59.755748,56.232034,56.298055,56.269438,30.751218,30.717628,25.370513,25.432964,26.776384,26.908546
514,90.458816,85.766848,85.796635,93.070711,93.117990,93.130892,92.856133,92.857784,92.925827,94.388644,94.458803,94.479265,94.600917,94.589428,94.610272,92.840645,92.889604,92.825875,95.424190,95.266873,95.247504,3.493031,3.686880,3.688350,67.488511,67.566471,67.603372,59.687930,59.693230,59.570077,56.128182,56.189122,56.231775,30.639689,30.676130,25.418237,25.439224,26.779060,26.940785
513,90.354083,85.612043,85.754273,92.995822,92.952471,92.992174,92.720493,92.690902,92.703425,94.247490,94.323186,94.288719,94.412753,94.451582,94.486290,92.668727,92.714159,92.637695,95.203198,95.086978,95.078386,3.586661,3.627556,3.682309,67.493126,67.601649,67.704208,59.616730,59.702992,59.690904,56.184526,56.247918,56.193284,30.708238,30.681819,25.377150,25.425580,26.893201,26.825313
512,90.405793,85.552459,85.683124,92.990320,92.952880,92.993049,92.732429,92.789723,92.711975,94.269039,94.168684,94.318376,94.423717,94.471157,94.510540,92.640470,92.684261,92.590995,95.283563,95.104987,95.077826,3.586376,3.573909,3.526426,67.470308,67.580377,67.581223,59.626364,59.652784,59.626258,56.218447,56.191713,56.219228,30.617579,30.706457,25.373674,25.474439,26.823110,26.938782
511,90.35807,85.568261,85.774491,93.000797,93.002473,93.040539,92.738937,92.845841,92.779620,94.371450,94.414958,94.387832,94.417544,94.494515,94.517469,92.745007,92.707917,92.740585,95.311642,95.167503,95.171400,3.564928,3.626492,3.673553,67.478890,67.553435,67.656328,59.678540,59.627732,59.615612,56.194341,56.311116,56.266993,30.586467,30.624636,25.370366,25.363275,26.892580,26.915693
510,90.318638,85.610383,85.621457,92.971438,93.009972,92.954036,92.739407,92.725787,92.742543,94.230077,94.316916,94.352199,94.438364,94.483840,94.531574,92.675832,92.637980,92.704753,95.252116,95.140811,95.102892,3.549540,3.635684,3.512340,67.629735,67.687050,67.712570,59.692663,59.718676,59.717763,56.386899,56.222597,56.316137,30.521079,30.636310,25.295395,25.475671,26.959764,26.980776
509,90.309827,85.604632,85.490062,92.915751,92.918748,92.903552,92.690772,92.722466,92.740845,94.268280,94.222855,94.300314,94.426986,94.452296,94.453652,92.639168,92.644742,92.656094,95.251651,95.148010,95.179074,3.531378,3.568398,3.518322,67.551049,67.716522,67.720598,59.684783,59.704139,59.703536,56.261639,56.377111,56.274167,30.759734,30.626624,25.303602,25.503264,26.896339,26.992869
508,90.281963,85.577422,85.64632,92.869418,92.928021,92.909806,92.747834,92.762823,92.740547,94.269593,94.299386,94.345320,94.509109,94.432946,94.465388,92.667993,92.702867,92.610245,95.328000,95.104954,95.123750,3.518944,3.608390,3.616890,67.534289,67.608793,67.701268,59.663239,59.717142,59.646164,56.257868,56.270855,56.275287,30.611096,30.628145,25.392846,25.460097,26.947412,26.995439
507,90.250882,85.543474,85.564325,92.872281,92.843367,92.861087,92.665481,92.642959,92.730978,94.134301,94.277493,94.264545,94.371430,94.352986,94.402168,92.617875,92.545732,92.575834,95.139988,95.021729,95.074727,3.579197,3.555004,3.599160,67.606628,67.656200,67.699591,59.609209,59.659782,59.713491,56.194488,56.272999,56.280565,30.716330,30.648170,25.400139,25.462456,26.864971,26.909630
506,90.24347,85.447186,85.515392,92.768204,92.820284,92.853539,92.661637,92.673056,92.623217,94.284129,94.202444,94.271318,94.395679,94.386061,94.408060,92.552979,92.569185,92.633103,95.152655,95.003649,95.066148,3.571574,3.633797,3.607091,67.566220,67.734906,67.737818,59.706023,59.727891,59.784993,56.223472,56.378597,56.257593,30.544006,30.682882,25.444605,25.459783,26.929564,26.978283
505,90.271262,85.492482,85.475349,92.843397,92.910783,92.954247,92.692799,92.769599,92.760881,94.250941,94.345490,94.375562,94.433389,94.425486,94.438200,92.661780,92.637222,92.707178,95.276284,95.128873,95.116475,3.595078,3.673488,3.666529,67.692929,67.697878,67.771016,59.708337,59.717626,59.811573,56.262097,56.302634,56.310105,30.585567,30.644888,25.373714,25.421071,26.999621,26.922364
504,90.291146,85.471682,85.606988,92.880611,92.862225,92.916628,92.682734,92.673360,92.703758,94.287292,94.284862,94.375710,94.417921,94.472206,94.480610,92.695904,92.628678,92.741236,95.329790,95.160349,95.163477,3.532467,3.602859,3.476122,67.573137,67.608795,67.669841,59.617034,59.647308,59.688937,56.312023,56.302006,56.301247,30.560932,30.629743,25.401061,25.472179,26.952284,26.993416
503,90.258683,85.498547,85.453399,92.910864,92.896497,92.867586,92.806674,92.741752,92.750898,94.337396,94.317394,94.452817,94.570165,94.524120,94.529797,92.734884,92.761078,92.753535,95.417839,95.304757,95.320280,3.499850,3.603796,3.649094,67.589265,67.677946,67.689510,59.651924,59.616730,59.660765,56.253593,56.292117,56.275269,30.614260,30.647541,25.285453,25.430172,26.971535,26.901259
502,90.173589,85.359004,85.356063,92.761026,92.815040,92.774371,92.531470,92.580792,92.626398,94.171044,94.113476,94.207122,94.262604,94.227194,94.368355,92.480964,92.516775,92.512130,95.154715,95.033079,95.058690,3.577234,3.520302,3.564240,67.585348,67.643932,67.697092,59.667525,59.639562,59.589992,56.294847,56.280840,56.345193,30.560447,30.670073,25.319955,25.504138,27.052555,27.054107
501,90.172312,85.338857,85.409984,92.702077,92.685341,92.754103,92.531907,92.493672,92.516234,94.064364,94.130622,94.112166,94.167918,94.171010,94.255197,92.446110,92.520993,92.424823,95.105097,95.009080,94.999777,3.460011,3.545973,3.569723,67.738331,67.782098,67.726369,59.718970,59.714156,59.702442,56.376128,56.351208,56.376591,30.540256,30.655921,25.454510,25.426332,26.982936,27.039453
500,90.165583,85.348834,85.416724,92.776880,92.748708,92.810846,92.596063,92.558489,92.611956,94.220668,94.192534,94.255671,94.350872,94.301073,94.277528,92.542041,92.544254,92.546666,95.207417,95.079280,95.092748,3.520084,3.559370,3.542619,67.709308,67.702227,67.841528,59.613959,59.725453,59.728629,56.365454,56.387203,56.345674,30.606970,30.600366,25.344673,25.403701,27.033379,27.077027
499,90.161644,85.295151,85.478771,92.738732,92.739700,92.819682,92.563962,92.552739,92.616721,94.192257,94.146070,94.202705,94.339511,94.263856,94.340311,92.506887,92.504747,92.542715,95.200823,95.071937,95.026686,3.591940,3.531055,3.552304,67.730225,67.786150,67.818423,59.798141,59.721875,59.729184,56.360852,56.348125,56.404236,30.659199,30.714805,25.300466,25.381508,27.071879,27.072985
498,90.165746,85.302684,85.341453,92.760162,92.767330,92.728644,92.607282,92.602731,92.612686,94.238847,94.127595,94.308378,94.297068,94.362760,94.329935,92.562408,92.527804,92.586879,95.163193,95.064425,95.112456,3.539811,3.585718,3.544619,67.778950,67.783418,67.819842,59.703681,59.742325,59.785168,56.422341,56.475694,56.458861,30.624590,30.654987,25.381032,25.381986,27.030686,27.093131
497,90.14368,85.289826,85.269328,92.689256,92.668429,92.738851,92.493743,92.591307,92.533214,94.104986,94.076066,94.151577,94.168793,94.171015,94.204821,92.399587,92.453807,92.443776,95.120977,94.968183,94.960717,3.573733,3.522117,3.620405,67.753565,67.753816,67.799256,59.670402,59.752991,59.752005,56.452568,56.379607,56.418131,30.584677,30.687944,25.340483,25.520812,27.025000,27.105142
496,90.117916,85.331459,85.358297,92.702976,92.758498,92.748582,92.547896,92.571489,92.600677,94.151694,94.151282,94.219409,94.277200,94.313085,94.309023,92.540384,92.523664,92.572316,95.217212,95.136579,95.085167,3.492008,3.497508,3.477909,67.634669,67.680211,67.757815,59.610990,59.601425,59.650414,56.314800,56.335432,56.344098,30.521786,30.562823,25.303354,25.446403,27.014537,27.001884
495,90.131423,85.345326,85.332094,92.766322,92.725098,92.800235,92.541092,92.540727,92.592818,94.330380,94.286563,94.320512,94.416252,94.406278,94.380341,92.706986,92.681058,92.652123,95.343855,95.280405,95.256601,3.465356,3.471730,3.449530,67.579181,67.695146,67.726909,59.537789,59.593117,59.597424,56.304677,56.260070,56.335632,30.468170,30.507296,25.212706,25.381484,26.937021,27.010295
494,90.124057,85.296237,85.285905,92.728799,92.740886,92.772081,92.555041,92.598386,92.575684,94.201967,94.248226,94.293164,94.309824,94.289576,94.335059,92.572696,92.535320,92.573004,95.263936,95.112392,95.137076,3.429290,3.462201,3.517065,67.676443,67.740108,67.760727,59.643137,59.671824,59.699673,56.345023,56.385230,56.426251,30.462249,30.539389,25.187619,25.279395,26.984752,27.059985
493,90.193228,85.253036,85.343012,92.730476,92.755633,92.775513,92.624030,92.642209,92.637188,94.243792,94.249369,94.306659,94.300699,94.323006,94.377751,92.554408,92.540803,92.539651,95.220675,95.074475,95.073980,3.544775,3.502569,3.578613,67.871137,67.923556,67.957057,59.817280,59.848613,59.856725,56.573049,56.535258,56.543056,30.525991,30.653041,25.325197,25.325849,27.190272,27.243205
492,90.094847,85.234137,85.410449,92.676056,92.663160,92.679215,92.456058,92.520608,92.508996,94.118038,94.059332,94.167162,94.242765,94.217563,94.171927,92.418305,92.482259,92.449835,95.096892,94.993246,94.978819,3.500950,3.585436,3.527987,67.790049,67.856659,67.939922,59.746733,59.786935,59.803486,56.541400,56.521318,56.538581,30.572622,30.670552,25.342117,25.441926,27.143922,27.205626
491,90.07335,85.135216,85.340068,92.629113,92.691261,92.698198,92.509744,92.533696,92.542235,94.221669,94.153899,94.234615,94.338944,94.254404,94.261271,92.522656,92.555142,92.536817,95.246879,95.089562,95.110602,3.496092,3.498051,3.459964,67.697687,67.777278,67.819254,59.639088,59.701825,59.691630,56.431996,56.435402,56.398848,30.431144,30.467840,25.192307,25.273322,27.080633,27.092808
490,90.012494,85.042272,85.149638,92.587607,92.618160,92.606495,92.430532,92.441790,92.489884,94.054550,94.029649,94.089524,94.139592,94.085176,94.155205,92.378277,92.381262,92.380075,95.041578,94.903025,94.967699,3.466654,3.472835,3.503261,67.766059,67.834732,67.885673,59.677417,59.711326,59.716361,56.442871,56.467906,56.489591,30.501831,30.477326,25.219890,25.251733,27.079655,27.154272
489,89.972972,85.188824,85.202856,92.602228,92.648590,92.655971,92.510871,92.511557,92.484487,94.165509,94.088503,94.205284,94.198967,94.198927,94.216740,92.447213,92.388978,92.421769,95.045818,94.938109,94.926373,3.507898,3.512315,3.561026,67.864994,67.908137,67.951779,59.724620,59.812571,59.825631,56.547456,56.584508,56.547709,30.460654,30.587102,25.326966,25.302609,27.167269,27.266153
488,90.012074,85.079259,85.139533,92.585675,92.586800,92.617299,92.405607,92.425466,92.438908,94.082003,94.050278,94.095765,94.104156,94.134648,94.160864,92.364158,92.367290,92.377845,95.033184,94.934512,94.907561,3.478938,3.539188,3.545292,67.771310,67.826814,67.898812,59.687584,59.728089,59.705144,56.481038,56.540164,56.502538,30.549746,30.553008,25.275961,25.326000,27.153139,27.194982
487,89.973821,85.016963,85.045593,92.560316,92.609497,92.629552,92.472976,92.457649,92.486600,94.113843,94.161740,94.193004,94.199476,94.212374,94.210077,92.460723,92.413930,92.462343,95.204895,95.081621,95.051087,3.424774,3.438142,3.469918,67.697196,67.720475,67.811868,59.616346,59.627813,59.626997,56.367140,56.423997,56.422403,30.297631,30.559778,25.104745,25.197431,27.049222,27.070407
486,89.968937,84.986255,84.97257,92.631246,92.643443,92.665009,92.520927,92.519576,92.535556,94.162025,94.166385,94.250095,94.232254,94.213663,94.271163,92.452365,92.463120,92.465879,95.157453,95.041778,95.024011,3.424809,3.488485,3.480107,67.812284,67.883113,67.931124,59.741925,59.787792,59.783636,56.598633,56.574701,56.582754,30.281078,30.357453,25.022196,25.119212,27.094239,27.176492
485,90.020721,85.133619,85.269539,92.618536,92.624057,92.699913,92.541639,92.566240,92.567705,94.200859,94.210326,94.260130,94.241469,94.204246,94.238616,92.448758,92.420112,92.420262,95.045706,94.921972,94.889624,3.598377,3.609352,3.589044,68.014143,68.083386,68.164869,59.900761,59.943567,59.944142,56.743156,56.805695,56.813599,30.548561,30.584792,25.274392,25.306506,27.305319,27.378285
484,90.063677,85.137318,85.279243,92.631322,92.699477,92.693760,92.588715,92.560754,92.602421,94.212076,94.210962,94.304652,94.289193,94.260102,94.282245,92.441120,92.484607,92.458525,95.054751,94.916086,94.978395,3.619634,3.639513,3.609851,68.026466,68.087185,68.156856,59.952644,59.926044,59.943524,56.772376,56.797867,56.807871,30.670317,30.761889,25.462093,25.505252,27.394868,27.462215
483,90.014797,85.068514,85.179007,92.640789,92.650692,92.658212,92.536395,92.647202,92.627342,94.339258,94.281894,94.410823,94.385482,94.375240,94.404964,92.548266,92.589446,92.571894,95.238147,95.145424,95.122271,3.493853,3.616957,3.561420,67.962208,68.042440,68.064730,59.807745,59.849459,59.890431,56.740763,56.738010,56.736274,30.747453,30.729425,25.388570,25.483710,27.307269,27.383729
482,89.969735,85.081324,85.185395,92.596166,92.606523,92.601189,92.523982,92.500430,92.544625,94.180955,94.176795,94.293537,94.235704,94.246643,94.207326,92.439276,92.452227,92.455799,95.158613,94.986771,95.020557,3.575510,3.536230,3.532508,67.889363,67.962760,68.032050,59.797971,59.795648,59.841008,56.629641,56.631886,56.680343,30.569491,30.666197,25.308671,25.455048,27.265279,27.330180
481,90.025434,84.99867,85.038664,92.561560,92.559837,92.588090,92.532611,92.504898,92.552756,94.178794,94.234808,94.284872,94.280596,94.276776,94.285782,92.447904,92.483943,92.459725,95.125401,95.058869,95.111629,3.523676,3.523910,3.538353,67.971220,67.989005,67.997910,59.774648,59.789227,59.819657,56.676345,56.675083,56.654296,30.521701,30.623398,25.383546,25.367395,27.268114,27.302042
